65	0	0
70	0.3682966	3.1
75	0.8758158	7.2
80	1.395887	14.1
85	2.0103074	27.2
90	2.9061018	46.4
95	5.8484998	50.4
90	4.236823	49
85	2.38846778	47
80	1.576845	43.1
75	0.9510232	10.5
70	0.40794	3.88
65	0.03138	0.04
